network_load,relay_reputation,budget_utilization,recent_win_rate,prob_p_win,explanation
0.6,0.73,0.48,0.25,0.003389056,"{'timestamp': 1760866780.2254329, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.48), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.003389056), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.48), 'effect': 'multiply prob by 0.664 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.48,0.3,0.003389056,"{'timestamp': 1760866780.2254593, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.48), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.003389056), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.48), 'effect': 'multiply prob by 0.664 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.0,0.005992095940079039,"{'timestamp': 1760866780.2254882, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.005992095940079039), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.05,0.002996048,"{'timestamp': 1760866780.2255135, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.1,0.002996048,"{'timestamp': 1760866780.2256002, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.15,0.002996048,"{'timestamp': 1760866780.2256274, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.2,0.002996048,"{'timestamp': 1760866780.225653, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.25,0.002996048,"{'timestamp': 1760866780.225678, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.59,0.3,0.002996048,"{'timestamp': 1760866780.225703, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.59), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.002996048), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.59), 'effect': 'multiply prob by 0.587 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.0,0.005277535947224641,"{'timestamp': 1760866780.225736, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.005277535947224641), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.05,0.0026387680000000005,"{'timestamp': 1760866780.2257638, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.1,0.0026387680000000005,"{'timestamp': 1760866780.225789, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.15,0.0026387680000000005,"{'timestamp': 1760866780.2258143, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.2,0.0026387680000000005,"{'timestamp': 1760866780.2258394, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.25,0.0026387680000000005,"{'timestamp': 1760866780.2258663, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.69,0.3,0.0026387680000000005,"{'timestamp': 1760866780.2258918, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.69), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0026387680000000005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.69), 'effect': 'multiply prob by 0.517 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.0,0.0044915199550848005,"{'timestamp': 1760866780.2259188, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.0044915199550848005), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.05,0.0022457600000000003,"{'timestamp': 1760866780.2259479, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.1,0.0022457600000000003,"{'timestamp': 1760866780.2259731, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.15,0.0022457600000000003,"{'timestamp': 1760866780.2259984, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.2,0.0022457600000000003,"{'timestamp': 1760866780.226027, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.25,0.0022457600000000003,"{'timestamp': 1760866780.2260523, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.73,0.8,0.3,0.0022457600000000003,"{'timestamp': 1760866780.2260778, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0022457600000000003), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.0,0.0108697598913024,"{'timestamp': 1760866780.2261076, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.0108697598913024), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.05,0.0054348800000000004,"{'timestamp': 1760866780.226133, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.1,0.0054348800000000004,"{'timestamp': 1760866780.226163, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.15,0.0054348800000000004,"{'timestamp': 1760866780.2261903, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.2,0.0054348800000000004,"{'timestamp': 1760866780.2262156, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.25,0.0054348800000000004,"{'timestamp': 1760866780.2262409, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.05,0.3,0.0054348800000000004,"{'timestamp': 1760866780.2262661, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0054348800000000004), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.16,0.0,0.010002431899975682,"{'timestamp': 1760866780.2262948, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.010002431899975682), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.16,0.05,0.005001216000000001,"{'timestamp': 1760866780.2263203, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005001216000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.16,0.1,0.005001216000000001,"{'timestamp': 1760866780.2263455, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005001216000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.6,0.84,0.16,0.15,0.005001216000000001,"{'timestamp': 1760866780.2263727, 'inputs': {'network_load': np.float64(0.6), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005001216000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.6), 'effect': 'multiply prob by 0.640 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
